Time,minutes,corr_conc,recovery,std_corrconc,rec_std
2021-11-15 16:53:06,143,0.0,0.0,0.0,0.0
2021-11-15 16:55:06,145,0.0,0.0,0.0,0.0
2021-11-15 16:57:06,147,0.0,0.0,0.0,0.0
2021-11-15 16:59:06,149,0.0,0.0,0.0,0.0
2021-11-15 17:01:06,151,0.0,0.0,0.0,0.0
2021-11-15 17:03:06,153,0.0,0.0,0.0,0.0
2021-11-15 17:05:06,155,0.0,0.0,0.0,0.0
2021-11-15 17:07:06,157,0.0,0.0,0.0,0.0
2021-11-15 17:09:06,159,0.0,0.0,0.0,0.0
2021-11-15 17:11:06,161,0.0,0.0,0.0,0.0
2021-11-15 17:13:06,163,0.0,0.0,0.0,0.0
2021-11-15 17:15:06,165,0.0,0.0,0.0,0.0
2021-11-15 17:17:06,167,0.0,0.0,0.0,0.0
2021-11-15 17:19:06,169,0.0,0.0,0.0,0.0
2021-11-15 17:21:06,171,0.0,0.0,0.0,0.0
2021-11-15 17:23:06,173,0.0,0.0,0.0,0.0
2021-11-15 17:25:06,175,0.0,0.0,0.0,0.0
2021-11-15 17:27:06,177,0.0,0.0,0.0,0.0
2021-11-15 17:29:06,179,0.0,0.0,0.0,0.0
2021-11-15 17:31:06,181,0.0,0.0,0.0,0.0
2021-11-15 17:33:06,183,0.0,0.0,0.0,0.0
2021-11-15 17:35:06,185,0.0,0.0,0.0,0.0
2021-11-15 17:37:06,187,0.0,0.0,0.0,0.0
2021-11-15 17:39:06,189,0.0,0.0,0.0,0.0
2021-11-15 17:41:06,191,0.0,0.0,0.0,0.0
2021-11-15 17:43:06,193,0.0,0.0,0.0,0.0
2021-11-15 17:45:06,195,0.0,0.0,0.0,0.0
2021-11-15 17:47:06,197,0.0,0.0,0.0,0.0
2021-11-15 17:49:06,199,0.0,0.0,0.0,0.0
2021-11-15 17:51:06,201,0.0,0.0,0.0,0.0
2021-11-15 17:53:06,203,0.0,0.0,0.0,0.0
2021-11-15 17:55:06,205,0.0,0.0,0.0,0.0
2021-11-15 17:57:06,207,0.0,0.0,0.0,0.0
2021-11-15 17:59:06,209,0.0,0.0,0.0,0.0
2021-11-15 18:01:06,211,0.0,0.0,0.0,0.0
2021-11-15 18:03:06,213,0.0,0.0,0.0,0.0
2021-11-15 18:05:06,215,0.0,0.0,0.0,0.0
2021-11-15 18:07:06,217,0.0,0.0,0.0,0.0
2021-11-15 18:09:06,219,3.481812386121207e-05,0.001516829158310229,1.5552907783423607e-06,0.0001536405110717363
2021-11-15 18:11:06,221,0.0001973400207824505,0.010113820162694211,7.4315176243234195e-06,0.000997002772397198
2021-11-15 18:13:06,223,0.0003739942565664053,0.026406639260636626,1.4017437280405324e-05,0.0025983068140435412
2021-11-15 18:15:06,225,0.0006071778478012258,0.05285795144207617,2.273127198899424e-05,0.005198365339677825
2021-11-15 18:17:06,227,0.0008262291001733296,0.08885209045952816,3.092207784588654e-05,0.008736657959792324
2021-11-15 18:19:06,229,0.0011583390634471646,0.13931438629287,4.3343433030138685e-05,0.013697246275051193
2021-11-15 18:21:06,231,0.0014692505184269252,0.20332133957087464,5.4973307115004784e-05,0.019989394786858187
2021-11-15 18:23:06,233,0.0018578898371516253,0.2842591146547078,6.951147930338693e-05,0.02794595612039944
2021-11-15 18:25:06,235,0.002175867461562745,0.3790493803069462,8.140671249280237e-05,0.03726433152461245
2021-11-15 18:27:06,237,0.0025786391191501617,0.4913861340124978,9.647427660867483e-05,0.04830764144115958
2021-11-15 18:29:06,239,0.002840087388110414,0.6151127132965158,0.00010625508129383971,0.06047066360283762
2021-11-15 18:31:06,241,0.003264057553991905,0.757309280005074,0.0001221159629698815,0.0744493986020879
2021-11-15 18:33:06,243,0.0035184396535208017,0.9105878391683564,0.0001316325430351,0.08951757437512341
2021-11-15 18:35:06,245,0.00406960086916674,1.0878773819835412,0.00015225189152633193,0.10694616866681689
2021-11-15 18:37:06,247,0.004592497407087245,1.287946575955659,0.0001718139199598309,0.1266141398532031
2021-11-15 18:39:06,249,0.005129526283870468,1.5114110873321942,0.0001919047091687934,0.1485820130072229
2021-11-15 18:41:06,251,0.005638290482928259,1.7570395836181776,0.00021093812708136592,0.17272874259135917
2021-11-15 18:43:06,253,0.006316642748338644,2.0322200597834255,0.0002363160601751814,0.19978060909904705
2021-11-15 18:45:06,255,0.006790076100239644,2.32802535523941,0.0002540277644100577,0.2288600246037812
2021-11-15 18:47:06,257,0.007355369654748299,2.648457300594781,0.0002751760859384208,0.26036039072408496
2021-11-15 18:49:06,259,0.007729876634610283,2.9852044015084966,0.00028918685775021686,0.2934646402183106
2021-11-15 18:51:06,261,0.008302236358550296,3.346885985445341,0.00031059955782684916,0.32902010118819974
2021-11-15 18:53:06,263,0.008924059268509818,3.7356568842715117,0.0003338627506714418,0.36723860610039505
2021-11-15 18:55:06,265,0.0093833602815481,4.1444369361409334,0.0003510457977345808,0.4074241341531293
2021-11-15 18:57:06,267,0.010167705088428859,4.587386464745754,0.00038038916608471306,0.45096872722751413
2021-11-15 18:59:06,269,0.010528079729428128,5.046035482661435,0.0003938712582095316,0.49605667807695597
2021-11-15 19:01:06,271,0.0111075056227995,5.529926816723988,0.00041554835192854497,0.5436261019214346
2021-11-15 19:03:06,273,0.01165866683844544,6.037829134438443,0.0004361680308531254,0.593555951484696
2021-11-15 19:05:06,275,0.012329952934424467,6.574975598908419,0.0004612817473242344,0.6463606774707524
2021-11-15 19:07:06,277,0.01255607035622793,7.121972723338152,0.00046974110553643015,0.7001337855679369
2021-11-15 19:09:06,279,0.013305084315951897,7.70160015888457,0.0004977627330366954,0.7571146498420889
2021-11-15 19:11:06,281,0.013820914684441046,8.303699412464178,0.0005170606490425387,0.8163046303642054
2021-11-15 19:13:06,283,0.014315546544636118,8.927346984705753,0.0005355655018395565,0.8776129415543833
2021-11-15 19:15:06,285,0.014675921185635387,9.566694046258187,0.0005490476099015734,0.9404646085902716
2021-11-15 19:17:06,287,0.015008031148909222,10.220509264626509,0.0005614722984274142,1.0047385839512948
2021-11-15 19:19:06,289,0.015467332161947503,10.894333636038084,0.0005786553793333985,1.0709795804020281
2021-11-15 19:21:06,291,0.015976096361005294,11.590321992359106,0.0005976889471572066,1.1393994306994368
2021-11-15 19:23:06,293,0.01618808144394604,12.2955453423924,0.0006056196007857772,1.2087271378050881
2021-11-15 19:25:06,295,0.016640316287552963,13.020470012345204,0.0006225383292004106,1.279991603918444
2021-11-15 19:27:06,297,0.01700775709798359,13.761402004732604,0.0006362847966718019,1.352829686972059
2021-11-15 19:29:06,299,0.017297470044669274,14.514955155193448,0.0006471233579380688,1.4269085066912535
2021-11-15 19:31:06,301,0.017580116821923602,15.28082163060398,0.0006576975643534043,1.5021978011499466
2021-11-15 19:33:06,303,0.01786276359917793,16.059001430964205,0.0006682717710526443,1.5786975702714685
2021-11-15 19:35:06,305,0.018018219326667813,16.843953560046764,0.0006740875848534001,1.6558631008816638
2021-11-15 19:37:06,307,0.018230204409608555,17.63814068284159,0.0006820182401643777,1.7339364876093264
2021-11-15 19:39:06,309,0.0184421894925493,18.44156279934869,0.0006899488956185517,1.812917730391719
2021-11-15 19:41:06,311,0.018618843728333254,19.252680743949348,0.0006965577752695544,1.8926555199689765
2021-11-15 19:43:06,313,0.018753100947529064,20.069647517901107,0.0007015805238668831,1.9729682852366994
2021-11-15 19:45:06,315,0.01883789498070536,20.890308289337778,0.000704752786166136,2.0536441932444496
2021-11-15 19:47:06,317,0.01892268901388166,21.714663058259355,0.0007079250484861514,2.1346832439360295
2021-11-15 19:49:06,319,0.01899335070819524,22.542096158418357,0.0007105686004351572,2.2160249135768915
2021-11-15 19:51:06,321,0.019064012402508823,23.372607589814784,0.0007132121523982303,2.297669202122913
2021-11-15 19:53:06,323,0.019049880063646107,24.20250335496372,0.0007126834420044979,2.379252967410659
2021-11-15 19:55:06,325,0.019106409419096974,25.0348617851026,0.0007147982835827615,2.4610788278361877
2021-11-15 19:57:06,327,0.019099343249665612,25.866912382117736,0.0007145339283849932,2.542874426770084
2021-11-15 19:59:06,329,0.019085210910802897,26.69834731288539,0.0007140052179898719,2.624609502333972
2021-11-15 20:01:06,331,0.0190004168776266,27.52608824616813,0.0007108329556308342,2.70598143604901
2021-11-15 20:03:06,333,0.018943887522175736,28.351366514460928,0.0007087181140693669,2.787111275262008
2021-11-15 20:05:06,335,0.018852027319568077,29.172642952145086,0.000705281496551371,2.8678477107196816
2021-11-15 20:07:06,337,0.01876723328639178,29.990225392344325,0.0007021092342486381,2.9482210042408292
2021-11-15 20:09:06,339,0.018682439253215482,30.80411383505867,0.0006989369719669031,3.028231155802399
2021-11-15 20:11:06,341,0.01853404969515696,31.611537782174416,0.00069338551302526,3.1076058087717935
2021-11-15 20:13:06,343,0.01841392481482387,32.41372856618654,0.0006888914748832327,3.186466010510513
2021-11-15 20:15:06,345,0.01824433674847127,33.20853135522886,0.0006825469505235894,3.264599928077938
2021-11-15 20:17:06,347,0.018067682512687318,33.99563831617761,0.0006759380710795544,3.3419772996090766
2021-11-15 20:19:06,349,0.017947557632354227,34.77751211402275,0.0006714440331157724,3.418840219857428
2021-11-15 20:21:06,351,0.017728506379982124,35.54984308503187,0.0006632490228359666,3.4947650229604754
2021-11-15 20:23:06,353,0.017495322788747304,36.31201556295749,0.0006545253023983677,3.5696911852097184
2021-11-15 20:25:06,355,0.017290403875237916,37.06526088029459,0.0006468590027814435,3.643739753977371
2021-11-15 20:27:06,357,0.017092551131159886,37.8098868701669,0.0006394570584724794,3.716940991098519
2021-11-15 20:29:06,359,0.016824036692768277,38.542815201337,0.0006294115628676863,3.7889922780954173
2021-11-15 20:31:06,361,0.016569654593239384,39.26466154005237,0.0006198947778273202,3.859954138650713
2021-11-15 20:33:06,363,0.01630820632427913,39.97511805318929,0.0006101136379332628,3.929796310908221
2021-11-15 20:35:06,365,0.016082088902475665,40.67572390636645,0.0006016542739454213,3.9986701040943364
2021-11-15 20:37:06,367,0.015884236158397635,41.367710432078816,0.0005942523306504033,4.066696565590478
2021-11-15 20:39:06,369,0.01559452321171195,42.04707579971775,0.0005834137711677926,4.133482291379942
2021-11-15 20:41:06,371,0.015382538128771207,42.71720617364442,0.0005754831181572279,4.199360161774393
2021-11-15 20:43:06,373,0.015085759012654161,43.37440755637391,0.0005643802043451447,4.263967034604409
2021-11-15 20:45:06,375,0.014767781388243043,44.01775644853499,0.0005524842258113192,4.327212124323939
2021-11-15 20:47:06,377,0.01457699481359637,44.65279384635504,0.0005453466389795073,4.389640144177745
2021-11-15 20:49:06,379,0.014259017189185253,45.27397875360667,0.0005334506614351703,4.450706380914416
2021-11-15 20:51:06,381,0.014004635089656357,45.88408166840358,0.0005239338798824625,4.5106831911559215
2021-11-15 20:53:05,383,0.013707855973539315,46.48125559200332,0.0005128309686477204,4.569389003817282
2021-11-15 20:55:05,385,0.013361613671402763,47.06334569253968,0.000499877573044933,4.626611985966574
2021-11-15 20:57:05,387,0.013107231571873866,47.63435380062132,0.000490360793216335,4.682745541616591
2021-11-15 20:59:05,389,0.01282458479461954,48.19304858375325,0.00047978659405906307,4.737668623378146
2021-11-15 21:01:05,391,0.01254900418679657,48.73973787505924,0.0004694767505846092,4.791411493098503
2021-11-15 21:03:05,393,0.012280489748404958,49.27472950766303,0.0004594312627845166,4.844004412625303
2021-11-15 21:05:05,395,0.011976644462856557,49.7964843159459,0.000448064001183312,4.8952960727233705
2021-11-15 21:07:05,397,0.011743460871621736,50.30808063114525,0.00043934028949145894,4.945589091865791
2021-11-15 21:09:05,399,0.011538541958112348,50.81074978575609,0.0004316739979325449,4.995004517442448
2021-11-15 21:11:05,401,0.01129829219744617,51.30295261415967,0.00042268593264119123,5.043391040218855
2021-11-15 21:13:05,403,0.0109379175564469,51.77945595325241,0.0004092038361692515,5.090234208795603
2021-11-15 21:15:05,405,0.0106340722708985,52.242722468024226,0.00039783657984183204,5.1357761179526324
2021-11-15 21:17:05,407,0.010365557832506887,52.69429132409383,0.0003877910987362847,5.180168076928297
2021-11-15 21:19:05,409,0.010146506580134785,53.13631735332743,0.0003795961019139553,5.2236219186547785
2021-11-15 21:21:05,411,0.009920389158331322,53.56849272260127,0.00037113675128658496,5.266107381287552
2021-11-15 21:23:05,413,0.009666007058802427,53.989586099420386,0.00036161998304332234,5.307503417441461
2021-11-15 21:25:05,415,0.009397492620410817,54.39898181753729,0.00035157450695704753,5.34774950342598
2021-11-15 21:27:05,417,0.009100713504293773,54.79544854445701,0.00034047161429411803,5.3867245918573365
2021-11-15 21:29:05,419,0.008888728421353027,55.18268027766447,0.00033254097804704156,5.424791824902386
2021-11-15 21:31:05,421,0.008712074185569072,55.56221618277838,0.0003259321154480502,5.462102511798495
2021-11-15 21:33:05,423,0.008372898052863878,55.92697609795264,0.00031324310186233524,5.497960630072755
2021-11-15 21:35:05,425,0.008167979139354492,56.28280885253838,0.00030557682462709366,5.532941154818992
2021-11-15 21:37:05,427,0.007927729378688313,56.62817528091688,0.00029658877735867437,5.5668927768075225
2021-11-15 21:39:05,429,0.0076380164320026265,56.960920551221946,0.0002857502527664961,5.599603663116633
2021-11-15 21:41:05,431,0.007461362196218672,57.285969993433454,0.0002791413980678287,5.631558003297226
2021-11-15 21:43:05,433,0.007228178604983851,57.600860942561454,0.00027041771210474573,5.662513702580777
2021-11-15 21:45:05,435,0.007016193522043106,57.9065168979772,0.0002624870909089832,5.692561546511627
2021-11-15 21:47:05,437,0.006825406947396435,58.2038613590519,0.00025534953397543726,5.721792320633572
2021-11-15 21:49:05,439,0.006641686542181122,58.4932021589093,0.00024847633309029463,5.750236286797177
2021-11-15 21:51:05,441,0.006535694000710749,58.777925461910556,0.0002445110258876625,5.778226325315425
2021-11-15 21:53:05,443,0.0062813119011818535,59.05156677245709,0.00023499429184639057,5.805126937420493
2021-11-15 21:55:05,445,0.006090525326535184,59.31689658866259,0.00022785674459393902,5.831210479733876
2021-11-15 21:57:05,447,0.005871474074163078,59.57268357803208,0.00021966178679120685,5.856355904876146
2021-11-15 21:59:05,449,0.005758415363261348,59.823545237421676,0.00021543213291095386,5.881017140542739
2021-11-15 22:01:05,451,0.0055464302803206016,60.065171903099014,0.00020750153543182964,5.904770520893652
2021-11-15 22:03:05,453,0.005348577536242573,60.29817924131155,0.00020009964903269824,5.92767656962639
2021-11-15 22:05:05,455,0.005178989469889976,60.52379858455428,0.0001937551788908555,5.94985633412953
2021-11-15 22:07:05,457,0.005037666081262812,60.74326126532217,0.00018846812347834266,5.971430861790545
2021-11-15 22:09:05,459,0.004875144184341574,60.95564378424398,0.00018238801350107305,5.992309367076611
2021-11-15 22:11:05,461,0.004747953134577126,61.16248530693843,0.00017762966961230983,6.012643159220046
2021-11-15 22:13:05,463,0.004585431237655888,61.362246667786806,0.00017154956781375452,6.03228092899737
2021-11-15 22:15:05,465,0.004451174018460082,61.55615919928407,0.00016652687899192318,6.051343723794937
2021-11-15 22:17:05,467,0.004253321274382053,61.741452403316565,0.00015912502908600593,6.069559187009575
2021-11-15 22:19:05,469,0.004104931716323531,61.920281111750455,0.00015357364803721458,6.0871391515639965
2021-11-15 22:21:05,471,0.003984806835990441,62.093876657080735,0.00014907967737701175,6.104204664843338
2021-11-15 22:23:05,473,0.003900012802814143,62.263778204926105,0.00014590746542212635,6.120907036076347
2021-11-15 22:25:05,475,0.003723358567030189,62.42598392467792,0.00013929869821960588,6.136852861282083
2021-11-15 22:27:05,477,0.0036102998561284576,62.58326431444985,0.00013506909323992092,6.152314497069931
2021-11-15 22:29:05,479,0.003525505822952159,62.73685070673688,0.00013189689292172866,6.1674129908224895
2021-11-15 22:31:05,481,0.0033488515871682046,62.88274127093034,0.00012528815271638027,6.181754938562812
2021-11-15 22:33:05,483,0.0032711237234232635,63.02524567076264,0.0001223803119671755,6.195764006120453
2021-11-15 22:35:05,485,0.003129800334796101,63.16159340812009,0.00011709333750098876,6.2091678368985015
2021-11-15 22:37:05,487,0.0030308739627570853,63.29363148174515,0.00011339246276675883,6.222148001968074
2021-11-15 22:39:05,489,0.002903682912992638,63.42012855914285,0.00010863420532825363,6.234583453956107
2021-11-15 22:41:05,491,0.002825955049247698,63.54323947217938,0.00010572638751886567,6.246686025776101
2021-11-15 22:43:05,493,0.002712896338345967,63.66142505523604,0.00010149684369283305,6.258304408211078
2021-11-15 22:45:05,495,0.002592771458012878,63.77437747518908,9.70029669774192e-05,6.269408339421723
2021-11-15 22:47:05,497,0.0025009112554052206,63.88332806453346,9.356648370163207e-05,6.280118866787967
2021-11-15 22:49:05,499,0.002416117222228923,63.98858465639294,9.039435452027634e-05,6.290466252157151
2021-11-15 22:51:05,501,0.002331323189052624,64.09014725076752,8.72222351901975e-05,6.300450495532726
2021-11-15 22:53:05,503,0.0022465291558763263,64.18801584765718,8.405012682678103e-05,6.310071596918197
2021-11-15 22:55:05,505,0.0021829336309941026,64.28311394643316,8.167105351979002e-05,6.319420341846981
2021-11-15 22:57:05,507,0.0020769410895237293,64.373594548353,7.770594837209706e-05,6.328315159262701
2021-11-15 22:59:05,509,0.0019709485480533563,64.45945765341672,7.374086748887276e-05,6.336756049170148
2021-11-15 23:01:05,511,0.0019073530231711329,64.54255026036675,7.136183228844755e-05,6.344924582631707
2021-11-15 23:03:05,513,0.0018225589899948345,64.62194886983187,6.81898030758554e-05,6.352729974121763
2021-11-15 23:05:05,515,0.001773095803975327,64.69919264743079,6.633946309824767e-05,6.360323532857581
2021-11-15 23:07:05,517,0.0016741694319363125,64.77212676129732,6.26388093249459e-05,6.367493425943506
2021-11-15 23:09:05,519,0.001652970923642238,64.84413737579263,6.184581709545227e-05,6.374572533650879
2021-11-15 23:11:05,521,0.0015611107210345815,64.91214615967928,5.8409540630395604e-05,6.381258237557555
2021-11-15 23:13:05,523,0.0014975151961523579,64.97738444545224,5.603060468583356e-05,6.387671585036716
2021-11-15 23:15:05,525,0.0014197873324074174,65.03923656686406,5.3123048240667204e-05,6.393752052407414
2021-11-15 23:17:05,527,0.0013773903158192683,65.09924168953341,5.1537125140276645e-05,6.399650948882998
2021-11-15 23:19:05,529,0.001299662452074328,65.1558606478416,4.86296348988981e-05,6.405216965256726
2021-11-15 23:21:05,531,0.0012784639437802541,65.21155610677856,4.783669185496049e-05,6.410692196265529
2021-11-15 23:23:05,533,0.0012007360800353139,65.26386540135437,4.4929271207945787e-05,6.415834547178472
2021-11-15 23:25:05,535,0.0011583390634471646,65.31432769718771,4.3343433030138685e-05,6.420795327206386
2021-11-15 23:27:05,537,0.001101809707996299,65.3623273280311,4.1229017327106487e-05,6.425514012669032
2021-11-15 23:29:05,539,0.0010311480136827172,65.40724862763709,3.858606357095404e-05,6.429930079887357
2021-11-15 23:31:05,541,0.0009746186582318516,65.44970726225311,3.6471763193044986e-05,6.43410405254711
2021-11-15 23:33:05,543,0.000953420149937777,65.49124239749793,3.567891713589671e-05,6.438187239855202
2021-11-15 23:35:05,545,0.0009251554722123442,65.53154620024779,3.462180474268904e-05,6.4421493799720135
2021-11-15 23:37:05,547,0.0008615599473301206,65.56907950488394,3.224337598445191e-05,6.445839163696703
2021-11-15 23:39:05,549,0.0008191629307419714,65.60476581077766,3.065782317141798e-05,6.44934737655391
2021-11-15 23:41:05,551,0.0007908982530165385,65.63922078417639,2.9600822458326902e-05,6.452734542226364
2021-11-15 23:43:05,553,0.0007555674058597478,65.67213659195642,2.8279615813898516e-05,6.455970398875599
2021-11-15 23:45:05,555,0.0007131703892715986,65.703205400994,2.6694242371883298e-05,6.459024684663791
2021-11-15 23:47:05,557,0.0006495748643893751,65.7315037119179,2.431636779041098e-05,6.4618066140743835
2021-11-15 23:49:05,559,0.0006354425255266586,65.75918635659431,2.3787987170062082e-05,6.464528019988099
2021-11-15 23:51:05,561,0.000578913170075793,65.78440633628078,2.1674625705949834e-05,6.46700733136939
2021-11-15 23:53:05,563,0.0005577146617817181,65.80870281659602,2.0882192499638416e-05,6.46939585741794
2021-11-15 23:55:05,565,0.0005435823229190018,65.83238363066378,2.0353931086776374e-05,6.471723859974036
2021-11-15 23:57:05,567,0.0005011853063308528,65.8542174459891,1.876929867886084e-05,6.473870291682876
2021-11-15 23:59:05,569,0.00047292062860542004,65.87481992881942,1.7713026237197278e-05,6.475895676224657
2021-11-16 00:01:05,571,0.0004163912731545546,65.89295974665983,1.5600948416962183e-05,6.477678966246923
2021-11-16 00:03:05,573,0.0004093251037231962,65.91079173137646,1.5336992275604315e-05,6.479431994622261
2021-11-16 00:05:05,575,0.00038812659542912173,65.9277002167219,1.454521085974482e-05,6.481094237674564
2021-11-16 00:07:05,577,0.0003457295788409725,65.94276170332486,1.2962119282239565e-05,6.482574909891026
2021-11-16 00:09:05,579,0.00031039873168418175,65.95628402430913,1.1643508551168372e-05,6.483904273112456
2021-11-16 00:11:05,581,0.00028213405395874895,65.96857501279842,1.0589188408694016e-05,6.485112589179021
2021-11-16 00:13:05,583,0.00025386937623331614,65.97963466879276,9.535555125387247e-06,6.486199858092686
2021-11-16 00:15:05,585,0.0002750678845273906,65.9916178241583,1.0325707479162882e-05,6.487377912716981
2021-11-16 00:17:05,587,0.0002256046985078833,66.00144614765765,8.482864643772702e-06,6.488344134678355
2021-11-16 00:19:05,589,0.00020440619021380857,66.01035097178578,7.694198300239945e-06,6.489219571328465
2021-11-16 00:21:05,591,0.0001832076819197341,66.01833229654268,6.9065396727635195e-06,6.490004222668828
2021-11-16 00:23:05,593,0.00017614151248837573,66.02600578817584,6.644272690450692e-06,6.490758612374289
2021-11-16 00:25:05,595,0.00015494300419430142,66.03275578043777,5.8585981957037374e-06,6.491422216772382
2021-11-16 00:27:05,597,0.00013374449590022695,66.03858227332846,5.075223532173922e-06,6.491995035864683
2021-11-16 00:29:05,599,0.00011254598760615219,66.04348526684794,4.295407179017541e-06,6.49247706965279
2021-11-16 00:31:05,601,0.00010547981817479412,66.04808042724368,4.036615854297031e-06,6.492928841810143
2021-11-16 00:33:05,603,7.72151404493613e-05,66.05144425514445,3.0111329810526502e-06,6.493259566830085
2021-11-16 00:35:05,605,4.188429329257013e-05,66.05326891742651,1.7825569543764752e-06,6.493438982879296
2021-11-16 00:37:05,607,3.481812386121207e-05,66.05478574658481,1.5552907783423607e-06,6.49358813730198
2021-11-16 00:39:05,609,2.0685784998495805e-05,66.05568690949563,1.1493790674954494e-06,6.493676768263538
2021-11-16 00:41:05,611,6.553446135779396e-06,66.05597240615899,8.844688980367143e-07,6.493704875765111
2021-11-16 00:43:05,613,0.0,66.05597240615899,0.0,6.493704875765111
2021-11-16 00:45:05,615,0.0,66.05597240615899,0.0,6.493704875765111
2021-11-16 00:47:05,617,0.0,66.05597240615899,0.0,6.493704875765111
2021-11-16 00:49:05,619,0.0,66.05597240615899,0.0,6.493704875765111
2021-11-16 00:51:05,621,0.0,66.05597240615899,0.0,6.493704875765111
2021-11-16 00:53:05,623,0.0,66.05597240615899,0.0,6.493704875765111
2021-11-16 00:55:05,625,0.0,66.05597240615899,0.0,6.493704875765111
2021-11-16 00:57:05,627,0.0,66.05597240615899,0.0,6.493704875765111
2021-11-16 00:59:05,629,0.0,66.05597240615899,0.0,6.493704875765111
2021-11-16 01:01:05,631,0.0,66.05597240615899,0.0,6.493704875765111
2021-11-16 01:03:04,633,0.0,66.05597240615899,0.0,6.493704875765111
